,order_id,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,profit,discount,order_date,ship_date
10,CA-2014-102652,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,FUR-FU-10001918_0,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,7,12.9129,0.0,2014-04-06,2014-04-12
11,CA-2014-102869,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002456_0,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",17.472,3,5.0232,0.2,2014-09-09,2014-09-14
12,CA-2014-103086,EB-14170,Evan Bailliet,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10004586_0,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,5.312,2,-1.5936,0.6,2014-10-17,2014-10-19
13,CA-2014-103219,BF-11215,Benjamin Farhat,Home Office,United States,New York City,New York,10035,East,FUR-FU-10004091_1,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",56.52,9,21.4776,0.0,2014-11-09,2014-11-13
14,CA-2014-103310,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,FUR-CH-10002320_0,Furniture,Chairs,Hon Pagoda Stacking Chairs,256.784,1,32.098,0.2,2014-05-10,2014-05-15
15,CA-2014-103317,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10001591_0,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,5.368,0.2,2014-07-05,2014-07-08
16,CA-2014-103317,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,FUR-FU-10003192_0,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216,3,15.9912,0.2,2014-07-05,2014-07-08
17,CA-2014-103331,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,FUR-FU-10001731_0,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,10.68,4,4.0584,0.0,2014-08-26,2014-09-01
18,CA-2014-103849,PG-18895,Paul Gonzalez,Consumer,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000723_0,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,-84.2928,0.6,2014-05-11,2014-05-16
19,CA-2014-103940,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004671_0,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,13.4292,0.0,2014-09-17,2014-09-21
20,CA-2014-103989,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10002508_0,Furniture,Furnishings,Document Clip Frames,20.016,3,5.5044,0.2,2014-03-19,2014-03-21
21,CA-2014-103989,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10003981_0,Furniture,Furnishings,Eldon Wave Desk Accessories,4.992,3,1.3728,0.2,2014-03-19,2014-03-21
22,CA-2014-104178,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10000771_0,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",6.28,1,2.6376,0.0,2014-08-25,2014-08-29
23,CA-2014-104269,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063_0,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.568,2,51.4764,0.2,2014-03-01,2014-03-06
24,CA-2014-104283,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,FUR-TA-10001039_0,Furniture,Tables,KI Adjustable-Height Table,85.98,1,22.3548,0.0,2014-06-27,2014-07-01
25,CA-2014-104472,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,FUR-FU-10000246_0,Furniture,Furnishings,Aluminum Document Frame,73.32,6,21.996,0.0,2014-06-02,2014-06-07
26,CA-2014-104563,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10002780_0,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,436.704,6,21.8352,0.2,2014-03-07,2014-03-12
27,CA-2014-104563,CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10004495_0,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",481.568,2,54.1764,0.2,2014-03-07,2014-03-12
28,CA-2014-105165,SZ-20035,Sam Zeldin,Home Office,United States,Houston,Texas,77036,Central,FUR-TA-10004154_0,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",200.795,1,-22.948,0.3,2014-09-07,2014-09-10
30,CA-2014-105270,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988_0,Furniture,Chairs,Hon Olson Stacker Stools,112.648,1,11.2648,0.2,2014-11-11,2014-11-18
31,CA-2014-105417,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340,Central,FUR-FU-10004864_0,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",76.728,3,-53.7096,0.6,2014-01-07,2014-01-12
32,CA-2014-105648,EJ-14155,Eva Jacobs,Consumer,United States,San Diego,California,92037,West,FUR-TA-10002958_0,Furniture,Tables,"Bevis Oval Conference Table, Walnut",626.352,3,-23.4882,0.2,2014-03-03,2014-03-07
33,CA-2014-105984,MY-18295,Muhammed Yedwab,Corporate,United States,Columbus,Ohio,43229,East,FUR-CH-10000847_0,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,611.058,3,-34.9176,0.3,2014-11-24,2014-11-24
34,CA-2014-106229,NR-18550,Nick Radford,Consumer,United States,Aurora,Illinois,60505,Central,FUR-TA-10002041_0,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",268.935,3,-209.7693,0.5,2014-06-07,2014-06-11
35,CA-2014-106264,CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001852_0,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,1.1136,0.0,2014-12-26,2014-12-30
37,CA-2014-106810,AJ-10795,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10004306_0,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,23.316,0.2,2014-05-14,2014-05-20
38,CA-2014-107454,RD-19720,Roger Demir,Consumer,United States,New York City,New York,10024,East,FUR-FU-10004018_0,Furniture,Furnishings,Tensor Computer Mounted Lamp,89.34,6,24.1218,0.0,2014-11-02,2014-11-06
39,CA-2014-107811,LA-16780,Laura Armstrong,Corporate,United States,Memphis,Tennessee,38109,South,FUR-CH-10001394_0,Furniture,Chairs,Global Leather Executive Chair,561.584,2,70.198,0.2,2014-04-29,2014-05-03
40,CA-2014-107818,MC-17275,Marc Crier,Consumer,United States,Pasco,Washington,99301,West,FUR-CH-10000454_0,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,5,121.99,0.2,2014-09-08,2014-09-14
41,CA-2014-107916,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,East,FUR-FU-10004586_0,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,6.3744,0.0,2014-08-24,2014-08-26
42,CA-2014-108273,EJ-13720,Ed Jacobs,Consumer,United States,Huntsville,Texas,77340,Central,FUR-FU-10002116_0,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",56.568,2,-74.9526,0.6,2014-12-16,2014-12-21
43,CA-2014-108609,AJ-10780,Anthony Jacobs,Corporate,United States,Lorain,Ohio,44052,East,FUR-TA-10003954_0,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,8,-734.5264,0.4,2014-10-31,2014-11-02
44,CA-2014-109134,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,90008,West,FUR-FU-10000320_0,Furniture,Furnishings,OIC Stacking Trays,20.04,6,8.8176,0.0,2014-11-05,2014-11-10
45,CA-2014-109232,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South,FUR-CH-10000422_0,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,87.3504,0.0,2014-01-13,2014-01-16
46,CA-2014-109491,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374,Central,FUR-FU-10000221_0,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,4,6.9088,0.0,2014-02-20,2014-02-26
47,CA-2014-109897,BW-11200,Ben Wallace,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10002878_0,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",85.44,3,31.6128,0.0,2014-08-12,2014-08-16
48,CA-2014-110030,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10002759_0,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,-14.3856,0.6,2014-12-06,2014-12-08
49,CA-2014-110072,MG-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,FUR-FU-10000521_0,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,12.9096,0.2,2014-10-22,2014-10-28
50,CA-2014-110219,EB-13870,Emily Burns,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10001146_0,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",127.869,3,-9.1335,0.3,2014-05-05,2014-05-08
51,CA-2014-110408,AS-10225,Alan Schoenberger,Corporate,United States,Montgomery,Alabama,36116,South,FUR-CH-10003774_0,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,6,70.9644,0.0,2014-10-18,2014-10-20
52,CA-2014-110422,TB-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,FUR-FU-10001889_0,Furniture,Furnishings,Ultra Door Pull Handle,25.248,3,4.1028,0.2,2014-01-21,2014-01-23
53,CA-2014-110786,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000550_0,Furniture,Furnishings,Stacking Trays by OIC,24.9,5,8.217,0.0,2014-12-29,2015-01-02
54,CA-2014-110786,AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,FUR-FU-10000672_0,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,23.9904,0.0,2014-12-29,2015-01-02
55,CA-2014-111192,TS-21430,Tom Stivers,Corporate,United States,Seattle,Washington,98103,West,FUR-BO-10002916_0,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",1367.84,8,259.8896,0.0,2014-07-30,2014-08-05
56,CA-2014-111451,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10001891_0,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,20.1558,0.2,2014-12-26,2014-12-28
57,CA-2014-111451,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002918_0,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,-24.5646,0.2,2014-12-26,2014-12-28
58,CA-2014-111451,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091_0,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,78.8592,0.2,2014-12-26,2014-12-28
59,CA-2014-111871,EK-13795,Eileen Kiefer,Home Office,United States,San Francisco,California,94110,West,FUR-BO-10004218_0,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1198.33,10,70.49,0.15,2014-03-18,2014-03-21
60,CA-2014-112158,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003272_0,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,5,-110.49,0.2,2014-12-02,2014-12-04
61,CA-2014-112837,LW-17125,Liz Willingham,Consumer,United States,Oxnard,California,93030,West,FUR-FU-10004006_0,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",127.95,3,21.7515,0.0,2014-09-11,2014-09-16
62,CA-2014-113257,SC-20305,Sean Christensen,Consumer,United States,Beaumont,Texas,77705,Central,FUR-FU-10001706_0,Furniture,Furnishings,Longer-Life Soft White Bulbs,8.624,7,-2.5872,0.6,2014-12-16,2014-12-18
63,CA-2014-113271,DS-13030,Darrin Sayre,Home Office,United States,San Francisco,California,94122,West,FUR-BO-10004218_0,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",119.833,1,7.049,0.15,2014-07-09,2014-07-14
64,CA-2014-113320,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,FUR-FU-10001706_0,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,4.4352,0.0,2014-12-12,2014-12-15
65,CA-2014-113320,LH-17155,Logan Haushalter,Consumer,United States,Oakland,California,94601,West,FUR-FU-10004270_0,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",12.54,3,4.5144,0.0,2014-12-12,2014-12-15
66,CA-2014-113383,SF-20065,Sandra Flanagan,Consumer,United States,Clifton,New Jersey,7011,East,FUR-FU-10001986_0,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",254.9,5,76.47,0.0,2014-09-10,2014-09-13
67,CA-2014-113768,AH-10030,Aaron Hawkins,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002439_0,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456,6,20.9592,0.2,2014-05-13,2014-05-19
68,CA-2014-113859,BC-11125,Becky Castell,Home Office,United States,Odessa,Texas,79762,Central,FUR-CH-10004698_0,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",340.116,6,-9.7176,0.3,2014-09-13,2014-09-17
69,CA-2014-113880,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126,Central,FUR-CH-10000863_0,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634.116,6,-172.1172,0.3,2014-03-01,2014-03-05
70,CA-2014-114181,AF-10885,Art Foster,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-BO-10004467_0,Furniture,Bookcases,Bestar Classic Bookcase,349.965,7,-216.9783,0.5,2014-05-10,2014-05-14
71,CA-2014-114195,EA-14035,Erin Ashbrook,Corporate,United States,Mason,Ohio,45040,East,FUR-FU-10002253_0,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",68.704,2,16.3172,0.2,2014-11-01,2014-11-03
72,CA-2014-114251,MD-17350,Maribeth Dona,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001468_0,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,273.568,2,-34.196,0.2,2014-11-05,2014-11-10
73,CA-2014-114314,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,FUR-FU-10002107_0,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,8.92,4,3.9248,0.0,2014-10-11,2014-10-15
74,CA-2014-114321,NC-18535,Nick Crebassa,Corporate,United States,Hampton,Virginia,23666,South,FUR-CH-10001797_0,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",500.24,13,145.0696,0.0,2014-08-20,2014-08-25
75,CA-2014-114335,XP-21865,Xylona Preis,Consumer,United States,Hollywood,Florida,33021,South,FUR-FU-10000277_0,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088,4,16.8544,0.2,2014-09-28,2014-10-03
76,CA-2014-114517,TH-21235,Tiffany House,Corporate,United States,New York City,New York,10024,East,FUR-TA-10001676_0,Furniture,Tables,Hon 61000 Series Interactive Training Tables,53.316,2,-19.5492,0.4,2014-12-23,2014-12-27
77,CA-2014-115084,LS-17200,Luke Schmidt,Corporate,United States,Texarkana,Arkansas,71854,South,FUR-CH-10004626_0,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34,6,145.2816,0.0,2014-10-18,2014-10-22
78,CA-2014-115161,LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691,West,FUR-BO-10003966_0,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,3.4196,0.15,2014-01-31,2014-02-02
79,CA-2014-115791,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001095_0,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,6,28.5984,0.2,2014-01-16,2014-01-18
80,CA-2014-115812,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10001487_0,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",48.86,7,14.1694,0.0,2014-06-09,2014-06-14
81,CA-2014-115812,BH-11710,Brosina Hoffman,Consumer,United States,Los Angeles,California,90032,West,FUR-TA-10001539_0,Furniture,Tables,Chromcraft Rectangular Conference Tables,1706.184,9,85.3092,0.2,2014-06-09,2014-06-14
82,CA-2014-116190,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,FUR-CH-10000553_0,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",67.88,2,18.3276,0.0,2014-07-26,2014-08-01
83,CA-2014-116190,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,FUR-FU-10000719_0,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",25.71,3,9.2556,0.0,2014-07-26,2014-08-01
84,CA-2014-116246,LW-17215,Luke Weiss,Consumer,United States,New York City,New York,10035,East,FUR-CH-10002024_0,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3785.292,6,420.588,0.1,2014-09-12,2014-09-17
85,CA-2014-116568,BM-11785,Bryan Mills,Consumer,United States,Deltona,Florida,32725,South,FUR-CH-10002439_0,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",186.304,4,13.9728,0.2,2014-12-14,2014-12-20
86,CA-2014-116673,JO-15280,Jas O'Carroll,Consumer,United States,San Diego,California,92037,West,FUR-FU-10003829_0,Furniture,Furnishings,Stackable Trays,6.16,2,1.9712,0.0,2014-12-15,2014-12-19
87,CA-2014-116834,Dp-13240,Dean percer,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10001196_0,Furniture,Furnishings,DAX Cubicle Frames - 8x10,63.47,11,19.041,0.0,2014-10-11,2014-10-16
88,CA-2014-116932,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10001215_0,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,50.098,0.2,2014-07-21,2014-07-25
89,CA-2014-116932,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004175_0,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,27.2848,0.2,2014-07-21,2014-07-25
90,CA-2014-117345,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,FUR-FU-10000629_0,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,44.128,4,12.1352,0.2,2014-08-01,2014-08-05
91,CA-2014-117429,MR-17545,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10000222_0,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.92,5,21.112,0.2,2014-10-07,2014-10-13
92,CA-2014-117464,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10000155_0,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72,3,71.772,0.2,2014-07-22,2014-07-24
93,CA-2014-117464,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,FUR-TA-10004767_0,Furniture,Tables,Safco Drafting Table,170.352,3,19.1646,0.2,2014-07-22,2014-07-24
95,CA-2014-117765,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,FUR-TA-10001039_0,Furniture,Tables,KI Adjustable-Height Table,429.9,5,111.774,0.0,2014-09-07,2014-09-13
96,CA-2014-118276,MG-17890,Michael Granlund,Home Office,United States,Saint Charles,Illinois,60174,Central,FUR-FU-10002111_0,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",8.736,3,-4.8048,0.6,2014-12-29,2015-01-02
97,CA-2014-118962,CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817_0,Furniture,Chairs,"Global Value Steno Chair, Gray",340.144,7,21.259,0.2,2014-08-05,2014-08-09
98,CA-2014-119144,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,FUR-BO-10004015_0,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",305.9745,3,25.1979,0.15,2014-11-16,2014-11-18
99,CA-2014-119151,MP-18175,Mike Pelletier,Home Office,United States,New York City,New York,10009,East,FUR-BO-10003159_0,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",275.952,3,-37.9434,0.2,2014-11-25,2014-11-29
101,CA-2014-119466,SP-20860,Sung Pak,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10001546_0,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,-7.476,0.6,2014-12-15,2014-12-21
102,CA-2014-120411,SB-20185,Sarah Brown,Consumer,United States,Chicago,Illinois,60653,Central,FUR-BO-10004218_0,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",493.43,5,-70.49,0.3,2014-09-20,2014-09-23
103,CA-2014-120474,RP-19390,Resi Plking,Consumer,United States,Madison,Wisconsin,53711,Central,FUR-CH-10001854_0,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,8,673.8816,0.0,2014-12-01,2014-12-03
104,CA-2014-120544,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,FUR-FU-10001940_0,Furniture,Furnishings,Staple-based wall hangings,6.368,2,-2.5472,0.6,2014-11-23,2014-11-27
105,CA-2014-120768,IM-15070,Irene Maddox,Consumer,United States,Florence,Alabama,35630,South,FUR-CH-10000513_0,Furniture,Chairs,High-Back Leather Manager's Chair,1819.86,14,163.7874,0.0,2014-12-19,2014-12-21
106,CA-2014-120775,RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,Central,FUR-FU-10000758_0,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,31.776,3,-19.0656,0.6,2014-10-03,2014-10-07
107,CA-2014-120887,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10001588_0,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,37.6422,0.0,2014-09-27,2014-10-03
108,CA-2014-121006,SC-20020,Sam Craven,Consumer,United States,Midland,Michigan,48640,Central,FUR-CH-10004997_0,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,563.94,3,112.788,0.0,2014-11-10,2014-11-16
109,CA-2014-121769,JS-15880,John Stevenson,Consumer,United States,Toledo,Ohio,43615,East,FUR-TA-10004442_0,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,172.11,1,-94.6605,0.4,2014-04-08,2014-04-12
110,CA-2014-122217,HP-14815,Harold Pawlan,Home Office,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10002045_0,Furniture,Furnishings,"Executive Impressions 14""",111.15,5,48.906,0.0,2014-11-24,2014-11-29
111,CA-2014-122588,AR-10540,Andy Reiter,Consumer,United States,Woonsocket,Rhode Island,2895,East,FUR-FU-10001095_0,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,52.96,2,20.1248,0.0,2014-11-25,2014-11-27
112,CA-2014-122609,DP-13000,Darren Powers,Consumer,United States,Carrollton,Texas,75007,Central,FUR-FU-10004587_0,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",25.128,3,-6.9102,0.6,2014-11-12,2014-11-18
113,CA-2014-122882,SB-20290,Sean Braxton,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000758_0,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,2,8.4736,0.2,2014-09-07,2014-09-13
114,CA-2014-122931,SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-TA-10004147_0,Furniture,Tables,Hon 4060 Series Tables,67.176,1,-20.1528,0.4,2014-09-29,2014-10-03
